full_text,label
@hrsseno @ratihbudiarto @zhekoes @KakekHalal Sodara tidak lagi stress kan????  Semua punya dasar dan data.  Sini Ngopi biar plong,neutral
@LimantaraDaniel @mu_afi Sebenernya case sejenis terjadi juga di suku2 lain.  For ex : 1. Ada org nyolong besi,neutral
@CunCun86678118 Orang yang otak dan telinga nya masih normal pasti faham,neutral
@bbundadari Ya kalo di otak Atik asli dah lama-lama gajadi nabung,neutral
@42meatballs lahhhh,neutral
@habiburokhman Akibat terlalu mendewakan hasil survey elektibilitas settingan tidak baik bagi kesehatan,neutral
Selama ini,neutral
@panggilcacasaja Untuk menjadi dewasa tidak mudah Otak di peras hati ditikam,neutral
@jungeuwnbl emang bisa otak tidur begitu?,neutral
Siap memeras otak 3,neutral
full ketawa sama @filmsetengahati komedinya dibikin lancar bgt masuk ke otak jadi mood auto naik waktu nonton ini https://t.co/8FPJ8K77p6,neutral
6 Perbedaan Otak Laki-laki dan Perempuan https://t.co/MDIN7EngOT,neutral
@jogmfs Otak atik barang eletronic  atau ngegame ..,neutral
@madelinefauvel gapapa,neutral
@jogmfs turu,neutral
@literarybase Gak ngaruh sama sekali selama isinya bagus. Udah belajar banyak untuk mengabaikan hal2 kecil agar tak semakin membebani otak kita.,neutral
@dsyaddad_ @UGM_FESS Yaudah karna kata lu bener gua bakal Golput,neutral
Mjb bkn anak ITB,neutral
tutor biar materi sejarah bisa masuk ke otak semua gimana,neutral
Klaim ini yang paling gw tunggu pembuktiannya. Mereka pikir orang sumbar ga punya otak kali.... https://t.co/wLjXdiQnr7,neutral
otak gue skrng isi nya : bombat bombat turun turun ada petir ada petir ada petirðŸ«¨,neutral
Revolusi terbesar dan terbaru di awal tahun 2024. Implan chips ke otak manusia by Elon Musk https://t.co/O0r1ajZgmF,neutral
sering menemukan sesuatu yang seharusnya gak patut dilakukan malah dianggap wajar belakangan ini,neutral
@SuzukiIndonesia Kepala juga ada fungsinya min,neutral
Kadang kena guna otak untuk berfikir.,neutral
nunggu lagi lulusan baru? dedekÂ² yg bisa jadi kena kasus do (lg) atau masalah yg lain?  punya otak pinter kok disia2in,neutral
Usia 30'an aku memang taknak push kerja yang membabitkan otak melebihi jam 12 malam. Takut semakin berisiko dementia atau strok.,neutral
"dalam otak saya kayak udah ke setting peraturan Mari hindari pertanyaan2 jenis ini / hidari perdebatan ini itu / ingat ada yang lebih penting, fokus"""" dan sebagainya. Karena agak mudah ke trigger juga, jadi ya, kupenuhin dengan segala ku suka lalu tutup segera mungkin.""""",neutral
@Kidung_Kumara @tanyakanrl Kalo mandi subuh otak lu cerdas kom,neutral
suka kucing &amp  anjing,neutral
ada apa sih hari ini? dari bekel ketinggalan,neutral
ã…¤  ï¸ï¸ ï¸ï¸ï¸ï¸ï¸ï¸ Anjingâ€” rokok aku ketinggalan di studio. Mau beli lagi males banget,neutral
"""Lazy Dogs, Komik tentang Memelihara Kucing dan Anjing yang Menggemaskan https://t.co/eGHnibPJO4""",neutral
@_HopeminWorld aku ngetik apa anjingðŸ˜­ðŸ˜­,neutral
"""Ada 27 Warung Penjual Daging Anjing di Solo, Habis 100 Ekor per Hari https://t.co/4U655ZuOXu""",neutral
jake mah selalu seneng kalau syuting sama anjing   https://t.co/ztGPVG3M3B,neutral
ketabrak anjing,neutral
"""@sikoped_69 @anwarsupeno @habiburokhman Ngomong apa sih lu bro, pake bawa2 binatang lucu kaya anjing. Gua punya Husky nih di rumahðŸ¤£""",neutral
Gemes bgtt liat video kucing sama anjing ðŸ˜­,neutral
"""Aku dari tadi nak berak tau, tapi taik taknak keluar!!! hm jahat betul taik ni ðŸ˜­""",neutral
lukh bayangin aja lagi khusyukÂ²nya berdoa tetiba pantat bergetar kebelet berak. PAS NYAMPE WC YANG KELUAR CUMA SECUIL TAIKðŸ˜­  tai gue be like: https://t.co/2HCdZsPlaM,neutral
@YoujizenZenri Kumbang taik,neutral
@FanshOnli99012 Ter paling bersih.. Lubang taik pom sebat,neutral
@Savorouge taik kita keknya sedang di posisi yg sama (yearning),neutral
@cxegil feeling blue taik ayam,neutral
taik,neutral
@reactatom @BoysEscobar @saucebolognice @alpraz0olam_ Taik taik,neutral
@Gank_Of_Petojo Asal jangan jamur yang rumbuh di taik kebo aja sih. Wkwkwk,neutral
@whoopziy pernah duduk se bangku pas ulangan pas hari terakhir ulangan sok ngide ngasih coklat plng nya di labrak ccewe nya crush (gw ga tau dia ada pacar maapðŸ˜­),neutral
@cxnnamonroll @malovy_ta yampun ka skwkeke ganyangka ka syala pernah di labrakðŸ˜­ðŸ˜­ðŸ˜­,neutral
marry my husband rate pelakornya 10/10 alias keren bngt sampe bikin yg nonton geregetan pengen jambakâ˜ºï¸ðŸ¤,neutral
"""tambah yakin kalau Hitler tidak bunuh diri, dan kabur ke Argentina dengan U-Boat, Hala Jerman ðŸ‡©ðŸ‡ª""",neutral
"""Dibilangin, cuma offline sat bukan mau bunuh diri, jadi gak usah pakek marah2.""",neutral
"""pilek ini bner bner kya mau bunuh gw, susah bgt napas anjgggggðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­""",neutral
"""https://t.co/33cPo9wLCE FT: MALI 2-1 BURKINA FASO ============= ðŸ† Piala Afrika 2023 Babak 16 Besar ðŸ“… Rabu, 31 Januari 2024 â° 00.00 WIB ============= âš½ 3' [1 â€“ 0] E.Tapsoba (Gol Bunuh Diri) âš½ 47' [2 â€“ 0] L.Sinayoko (H.Traore) âš½ 57' [2 â€“ 1] B.Traore (Penalti) #PialaAfrika https://t.co/hFTnBajlM5""",neutral
"""Kisah Tragis Istri Soekarno Asal Jepang, Sakiko Kanase yang Bunuh Diri Karena Cemburu https://t.co/j6iZ4c6NDL #trending""",neutral
oh ternyata gol bunuh dirinya Stanway,neutral
Sayang itu gol bunuh dirinya Zara Kramzar.,neutral
Nggak ada kadrun yang demo karena tidak melibatkan orang non islam  Persis seperti perang onta yg melibatkan aisyah vs ali: semua kadrun menganggap pihak yg bunuh-bunuhan benar,neutral
Lebih suka berteman gak cuma sama 1 agama saja  Karna udah melihat disekitar sesama agama Islam malah saling bunah bunuh Karna mau ambil harta kekuasaan Kalau q lebih suka berteman dengan banyak agama yg berbeda biar dijaga versinya ðŸ˜‹,neutral
"""Pesan untuk Blinken dan Biden: â€œHind 3 bulan masih disusui, Ayman 1 setengah tahun, KEJAHATAN apakah yang dilakukan anak-anak ini sehingga mereka berfus di bunuh?â€ #FreePalestine https://t.co/rFQuPffwuN""",neutral
AS akan melakukan tindakan bunuh diri jika menyerang Timur Tengah.,neutral
"""@Pai_C1 jgn bunuh diri, beli indomie goreng lo enak.""",neutral
"""#URGENT Ini Hind Hamadeh, 6 tahun. Sudah belasan jam dia diculik pasukan Zionis yang mengepung &amp bunuh kakaknya, Layan, &amp 5 anggota keluarga lainnya saat di mobil. Kru ambulans yg berusaha evakuasi Hind pun hilang tanpa kabar Ø§Ù„Ù„Ù‡Ù… Ø³Ù„Ù… Ø³Ù„Ù… @tamerqdh Selasa malam 30/1/2024 https://t.co/DAJayD32JC""",neutral
@mulfti Lakukan saja wahai saudaraku dgn apa yg ada ditanganmu ALLAH YG AKAN BUNUH MEREKA SEMUA..JGN TAKUT ... WAMA RAMMAITA IZ RAMMAITA INNAKALLAHA RAMMA..,neutral
"""Baru 2 hari lepas bantu simpan jenazah sorang laki bunuh diri, orgnya baik,selalu jgk ke masjid, kwn2 tmpt Keja pun ckp bdk baik,tp akibat masalah rumah tangga, ambil keputusan utk menggantung diri. Allahu, kita xtau pengakhiran kita mcm mana.""",neutral
"""@fullefford @ohmleclerc rest in peace, semoga ga saling bunuh buat yg idupðŸ™ðŸ˜­""",neutral
"""@RandomWorldWar Nyamar jadi dokter dan perawat, pasukan elite Israel bunuh 3 warga Palestina di RS https://t.co/QtrtzJLH6x""",neutral
@DeHoutman_id yang pasti teroris israil asal tangkap dan bunuh warga Palestina. karna tak mampu membasmi Hamas dan kalah perang diGaza.,neutral
"""@aubymell2 iyakann bela belain pegel sama akun limit bahkan tidur malem dan besok disambung lgi naikin ht,ada gila gilanya ngatain minta di gendong gua gamparin jga satu satu lama lama""""""",neutral
"""Semangat pagi, mari kita gampar hari ini dengan semangat membara ðŸ”¥""",neutral
"""sama kyk kucing ku nder. dia sebelum di steril tuh lucu baik gemes gitu, tpi pas udh di steril dia jdi senggol bacok galak bngtt pokoknya ðŸ˜­ dia masih tidak terima buat di steril jdi galak""",neutral
"""@TOP100KPOP Haru, Junkyu, Hyunsuk, Anaknya Daesung wkwkwk.. dan YOSHIðŸ‘‘""",neutral
"""Bringas! Office Boy di Cirebon Bacok 4 Pegawai Koperasi, Pelaku Dibekuk Polisi https://t.co/OvPI7oZDfX""",neutral
"""VIDEO: Karena Curi Buah Jeruk, Seorang Pria Bacok Tetangganya Sendiri https://t.co/i2hBm7pvAG""",neutral
"""VIDEO: Kronologi Keji Office Boy Kurung dan Bacok 9 Karyawan Koperasi, 4 Jatuh Korban https://t.co/osDaXpOhiO""",neutral
"""Polisi Bekuk Pelajar Pelaku Tawuran di Rancabungur, Korban yang Terkena Bacok Masih Dirawat #tawuranremaja #tawuranpelajar #rancabungur #bogor #kabupatenbogor https://t.co/7jZY0zDLRp via @tribunnews""",neutral
"""Jessica Shintya Pentury, korban bacok OB koperasi di Cirebon ternyata anak semata wayang. Saat pemakaman, ibu korban berulang kali pingsan. https://t.co/GfMYM4ColI""",neutral
OB Mengamuk Bacok Empat Karyawan Koperasi di Cirebon https://t.co/Tk5Osy8hiW,neutral
"""VIDEO: Duga Ibunya Sering Dianiaya, Anak di Garut Bacok Ayah Tiri hingga Kritis https://t.co/ENnK4yh8dK""",neutral
OB Koperasi di Cirebon Bacok Kepala Cabang &amp  3 Pegawai: 1 Tewas #newsupdate #update #news #text https://t.co/MJLCUODQXK,neutral
Demi Allah badan gw remuk remuk banget kayak ditumpuk gajah 7 ekor abis itu di tonjok tonjokin kangguru sambil disiram air,neutral
Pria Bersajam Tonjok Polisi Ditangkap Polda Lampung https://t.co/1LtDnksbSE,neutral
Pria Bersajam Tonjok Polisi Ditangkap Polda Lampung https://t.co/DhT0fI9JqI,neutral
@xisalee Emang boleh ya dibikin SALTING gini?? (tonjok tembok),neutral
"""Gue jadi keinget roomate gue di Hanoi. Gue kan mau sholat sebelum tidur tuh. Eh dia ribet nyari2 arah mata angin, padahal di hp kan adaâ€¦.. udah gt lebih shock katanya â€œlah emang bener arahnya ke Barat kalau disini?â€ Rasanya mau gue jitakðŸ˜¡""",neutral
@MissYeaJi /jitak,neutral
"""tappei is the standart ðŸ˜”ðŸ˜”ðŸ˜” rela di jitak guru dan ngaku mecahin vas bunga demi miiko.. g inget lagi sking byknya tp ini scene fav gue anjritt, salting sekali ampe gigit bantal""",neutral
JITAK â€¼ï¸ https://t.co/9o97qr3Ywq,neutral
tappei rela di marahin + di jitak walasnya di depan kelas karena ngaku dia yg mecahin vas bunga padahal yg mecahin miiko ðŸ˜­ girls deserve our own tappei fr,neutral
@bornpreeonekiss /jitak,neutral
@acaperikecil Es cekek ya?,neutral
"""@cupdds aku sudah membatasi es cekek hoii, sudah upgrade ke kopi dah es teh""",neutral
@ovillainn ðŸ˜‡ðŸ˜‡ðŸ˜‡tuhan tolong berikan hamba kesabaran lebih untuk tidak memukuli manusia yang suka minum es teh es cekek dan kawanannya tapi malas periksa iniðŸ˜‡ðŸ˜‡ðŸ˜‡,neutral
@cupdds MANA ADA ES CEKEK MALAM MALAM. kost ku nih gembel nggak ada kulkas,neutral
@ovillainn kenapa belum tidurðŸ˜®â€ðŸ’¨km minum es cekek ya,neutral
@leejnnc Yaudah wadah es cekek aja biar transparan,neutral
@idextratime @ChrisWheelerDM Fix nyamain El cekek ti,neutral
@idextratime @ChrisWheelerDM El pensiun kah mengikuti el cekek?,neutral
@idextratime @bliblidotcom ada el cekek tjoy kwkw,neutral
Weehhh saudi nopung 5 resmi jadi El Cekek kedua,neutral
@aIodieja @ostamada @osta_love_bot @iceubearr *minum es cekek*,neutral
@libveral es cekek aja mau??,neutral
"""@cupdds @sngkraadipati @dtiamond @rguitaree @cigties @franseaska @bapakRece @ourmima @Arsitexktur @airpoqs @OlivOliver_Marv Iyah aku belsyukul punya muuts kaya kamu, aku jadi tidak kesepian. jangan mayah atau mampusin aku es cekek for better life""",neutral
"""@ovillainn @sngkraadipati @dtiamond @rguitaree @cigties @franseaska @bapakRece @ourmima @Arsitexktur @airpoqs @OlivOliver_Marv kok bisa ada akuðŸ˜žâ¤ï¸makasi ya, i hope kamu sehat dan happy selalu stop minum es cekek anjir""",neutral
@unromanthic itu aja jajannya es cekek lohðŸ˜­ðŸ™ðŸ»,neutral
"""Es cekek ku mana, kak? gak dateng-dateng asaan.""",neutral
@rchelacell minum es cekek. biar insekyur nya kecekek.,neutral
@oomjarwoo @REP0RT_ID Cukup buat beli es cekek ðŸ«£ðŸ˜‚,neutral
@idextratime @afcasiancup El cekek aja di takis apa lagi oppa,neutral
@damayion Oh bisa bikin berubah jadi el cekek?,neutral
@antoonsaurus es cekek tuh diiket gitu ya??,neutral
@picdul gula minum es cekek pake gula gak?,neutral
Kasian esnya di cekek.,neutral
"""Woi, Teh Nini lu abis minum kopi cekek ini yak? https://t.co/2D1YhTH0S8""",neutral
"""@picdul Astagaaa gul, gajadiii deh minum es cekek""",neutral
gue mimpi yujin minum es cekek aduh kenapa sih,neutral
@crescentyounn @youninverse Es cekek?,neutral
@ruanggdimensi Es teh cekek,neutral
@nyehbicit gapapa polisinya kamu kasih es cekek aja,neutral
@minxgi Bagi bagi es cekek juga ga ming?,neutral
Mong ayok kita makan gorengan dan minum es cekek,neutral
kasus NINJA : framing memburu dukun santet,neutral
"""@JonoGur @xen0ps @kegblgnunfaedh Santet belum terbukti secara ilmiah, belum teruji""",neutral
ak abis mndi di subuh hari ini krna seharian sibuk gangapaâ€in alias BALAS DENDAM LA ANJIR SIBUK TERUS KAYA ORANG BENER AJH sante dulu kita ðŸŒªï¸ðŸŒªï¸ðŸŒªï¸ðŸŒªï¸ðŸŒªï¸,neutral
@kegblgnunfaedh Niken salah. Syahrul juga salah. untung niken gak order santet buat syahrul,neutral
Demam apaan yang bikin sebadan seperti di santet atau di tusuk2 dehh.. ini pegel ganti postur badan semaleman aishenme.. https://t.co/84TKR9I9vp,neutral
"""Gw mikir, kenapa ya anak fk terkenalnya nggabisa ada waktu luang, belajar mulu, tidur kurang. Kek gw kok sante ajaa hidupnyaa bisa ngedrakor ðŸ˜­ðŸ˜­ðŸ˜­ Baru sadar, gw otak middle begini pantesan hasilnya ya kekgini. Nyesel kaga lu ta? ðŸ˜­""",neutral
"""Pada ketika ini, Indonesia sedang bergolak. Ada yang percaya membunuh ulama adalah sebahagian daripada motif politik ketika itu, bukan sebab nak bunuh dukun santet.""",neutral
"""@A_FionyJKT48 @Freya_JKT48 Akun jahat menyerang terus. Udah gitu gak kreatif buka kartunya. Dasar tukang crop member! Sante Frey, udah tak wakilin suara hatimu.""",neutral
"""@arsenpng @insinywr aduh awas kak, kena santet""",neutral
@hrutrv sante dulu ga seh? dah biasa hati ini dighosting,neutral
@tempodotco Yg krja serabutan swasta kpn naiknya ASN lmyn sante krjanya.wiken libur.masa tua terjamin,neutral
"""@worshipsonsukku @0tk0il Enggak si (setahuku ya) Karena jin2 yg dikirim itu cuma menyerang sesuai target saja. Jadi beda antara gangguan jin murni karena jinnya niat ngengganggu dengan jin kiriman (santet, teluh dan macem2nya). Kalo yg murni ngengganggu di usir mah bisa balik nyerang""",neutral
"""hidup ni gabisa full sante sante kah, ap yg kau kejar wahai manusiaa""",neutral
@snorcturnal @adriansyahyasin menurut gue dia pake AI biar foto mukanya kagak jadi bahan santet,neutral
Lebih seru lagi kalo sinyal hp nya gak kena sleding,neutral
"""@nfkrn_ @idextratime Wah bagus, sambil menerapkan taktikal mainnya asnawi. Sleding sana sini""",neutral
Awat Korea tak dapat seeding?,neutral
@itshumayra Hape yang atu sinyalnya kena sleding hyaaa,neutral
Oknum Aparat Hajar Warga Gunungkidul yang Nekad Bentangkan Spanduk Ganjar Saat Jokowi Melintas https://t.co/x2Gnny1Kxd,neutral
@VIVAcoid Hajar semua koruptor pak... Beri para koruptor itu nilai 11 dari 1000...,neutral
@Fahrihamzah Gak yakin apakah capres lain berani bertindak seberani pak Prabowo... Hajar semua koruptor pak !!...,neutral
@_unachicaa Niahahahah ðŸ‘¹ðŸ‘¹ðŸ‘¹ðŸ‘¹,neutral
"""@ghozali0312 @indosupporter saya gak mau tau kamu ndak usah perdulikan taktik macem macem, dapat bola kamu hajar dan masukin ke gawang"""" - Indra Sjafri""""""",neutral
@BbrKcg weh 2-3 hari ni mmg panas berbahang2. apa lagi untuk kau yg baru balik tempat saljuu hehehe,neutral
"""@convomf Aku ga punya adek adanya sepupu kami deket dan sering berantem jg sih hha wktu dia masih umur 9 thnan aku bilang aku punya pacar dan boom dibombardir pertanyaan, pacarnya org mna, baik ga, sini liat dlu mukanya, klo ga baik aku hajar aja sksksk lucu bgtt""",neutral
"""Btw pernah ku menangisi talenta satu aktor ini.. Nyanyi? bisa Musik? piano, gitar, drum hajar! Punya agensi, Founder NGO &amp intelektual property, dermawan, bakset, futsal, badminton level A, beladiri sabuk hitam taekwondo, masak bisa guys, tim produser juga.. ðŸ˜­ ambassador BMW!! https://t.co/WqfsMBrPf9""",neutral
@hajar_xo Shine kawai wallahðŸ¤ŒðŸ¾,neutral
kita hajar di utbk apa kita yg dihajarðŸ˜ðŸ˜ðŸ˜,neutral
Definisi kelar wamil semua konten di hajar,neutral
jrg on lagi soalnya lg di hajar sm belajar bhs jepang ðŸ˜žðŸ˜žðŸ˜ž,neutral
"""@Generasi_MudaNU @gibran_tweet Hilirisasi itu mengolah bahan mentah yg tdnya kita jual dgn hrg murah, kini kita olah jd turunan ada 5 jenis dr bijih nikel, feronikel, nikel pig iron, nikel mate, nikel MHP, steinless steel. Nikel MHP neh berkat hilirisasi asing aseng pd bangun smelter. Ekport kita skrg jd bsr""",neutral
Kenapa Mas @aniesbaswedan memilih Jakarta International Stadium (JIS)?  Karena itu Hasil Karya dan Keringat Anak Bangsa Indonesia !! tidak ada satupun Asing dan Aseng !!  Cusss Ramaikan Kampanye Akbar AM1N  10 Februari 2024 !!  Maju Wirrrrr... Kita Buat Jakarta Lautan Perubahan!! https://t.co/hov4o4s4oA,neutral
@anakesemde Ditangan Anis semua beres tanpa korupsi dan tanpa menggunakan tenaga Asing apalagi Aseng,neutral
"""Fyp tt anjir, like suddenly nengok aseng with his potentialy his wife a.k.a his gf in video. Emang anjer, cute kali kelen semoga langgeng sampe nikah yak""",neutral
@anakesemde Uang rakyat sih lbh tepat'a...krn JIS itu   dbangun oleh anak bangsa bukan pekerja aseng...dperuntukan untk kepentingan warga DKI Jakarta...Pak Anies ga pnh claim itu pny dia atw dia yg berprestasi...tapi warga DKI bangga bisa punya JIS... https://t.co/MHyyVbaWZ4,neutral
@mapedos01 Ya p Tom lah .. dia tidak nyerahin kekayaan negara ke aseng,neutral
"""Apakah Nasi Goreng ala Indonesia merupakan fried rice yang paling enak di dunia? Dibanding yg dari Thai, Cina, Malaysia, Filipina? YES! 👍 https://t.co/POe0JXgKo9""",neutral
"""@SoftWarNews Amerika sedang di Keroyok Rusia, Iran dan Cina melalui proxy mereka masing2, Amerika sudah runtuh""",neutral
"""terlihat cakep bukan si lelaki ganteng kaya cina islam ini, baiklah ak harus sukses agar dapat seperti jaden https://t.co/mvJuWSAnTW""",neutral
"""@SiaranBolaLive Level beliau ini sebenarnya bukan menangani tim asia tenggara 😔 sempat ditawari klub cina dengan gaji mahal, tapi beliau menolak karena tulus ingin membangun timnas Indonesia. Tapi malah gini, pada pengen hasil instant, padahal progresnya itu ada.""",neutral
@luminesysmine Kalender cina lah sinarmas ada tuh,neutral
ni lagu cina enak jg,neutral
kangen cowo cina yg berinisial xu minghao😭,neutral
"""@nzngning hahaha iya mei, yg cina cina aja salam kenal yaa""",neutral
@salmmaaan Orang Xinjiang (Cina Barat) itu memang ada turunan Turki nya,neutral
ga semua yg sipit tuh cina ya,neutral
@maharani_meutya cican cina cantik 🥺,neutral
"""Pepatah aja bilang kejar ilmu ke negri cina, jangan terus dikontrol, dikekang, rasa memliki terlalu tinggi juga ga baik. Coba tanya sama ortu kalau kalian wisuda di jpn di hari bday kalian, apa reaksi ortu kalian?? Banggakan. Pasti ortu kalian mau ikut. Ya ayo ikut susulin.""",neutral
@swtiepen ywda krn u cina w doain dpt lovers cici cina amin,neutral
@Qiiaazaaa Ade org kata muka saya macam cina..betul ke,neutral
"""Waduh🧍‍♂️, masa aku hrs ke cina? Ato kemana gt buat cr pcr???""",neutral
"""@LeClerc30998859 kita lihat saja bruh, ukraina yg di backing amerika dan eropa, vs rusia yg beraliansi dgn cina dan BRICS the new emerging economics""",neutral
"""@Ofblosom × diracuni oleh seseorang, Ditya jadi pengumpul buku-buku beliau, setelah sebelumnya pernah tertarik dengan novel Cina. Makanan pun perlahan-lahan tandas, berakhir minumannya juga. Judulnya apa yang mau dibeli, omong-omong? Siapa tau gue juga tau.""""""""""",neutral
yaallah ak naksir cowok cina lagi😭😭🙏🙏🙏,neutral
Sedih bgt tadi abis lewat FYP pas Prof Mahfud cerita dulu belajarnya numpang di kuburan cina krna ga ada listrik 😭😭 I can’t,neutral
emg makeup cina tu another level... sampe ga ngenalin ini siapeee🥹,neutral
Koko cina 😭💗,neutral
Filipina dan Vietnam Tandatangani Pakta Soal Sengketa Laut Cina Selatan https://t.co/UvKtk6Bq6K,neutral
Shinyu juga mirip lijong deh... Versi cina nya....,neutral
"""@IRENEstuds @GEMININTstuds Ngakak, cari di google ege. Tembok gue tembok cina.""",neutral
@___ctrpuspa WKWKWK yok jd cina brg,neutral
@caratstalk Nah kalo disini beneran keliatan banget cina nyaa  OMGG GANTENG BANGET ❤❤❤,neutral
"""@ohmybeautybank pake salep cina nder beneran ampuh, tp cekit2 gtu tar rasanya😭🙏🏻""",neutral
"""guize hari ini ak makan² thailand (tomyum goong, mango sticky rice) with my luvly dovey super sipit cina askicikura, sneng bgt makasih ya dah ajak ak mangan sore my DJ🤗💓🙌""",neutral
"""@hawtie_ Wkwk makanya, tp gua kira emg bubur otentik itu yg ga pake cakwe.. dan gua ngiranya yg pake cakwe bubur cina, soalnya gua kalo ke rmh nenek gua yg lingkup tionghoa buburnya emg lengkap bgt dan ada cakwenya 😭😭😭""",neutral
"""@dlwlrmx Itu lewat app taobao toko onlennya org cina, lewat alibaba jg bisa""",neutral
memang cina kentel😭,neutral
@cavssie Ongkir klo dri cina ke batam rata-rata 30ribuan,neutral
@mitissimuss Iyoooo originnya cina 🤣🤣,neutral
@raeraeyaa SAYA YANG KAGET. Baekhyun gamau kalah sama lelaki cina saya si Junhui Junhui itu,neutral
"""minhye pura2 jd tutor bahasa cina di scene yg minhye ngomong mandarin bilang klo jinman muji jian itu cantik &amp pinter, itu aslinya ngetes aja ga si? minhye mastiin klo org yg di dalem itu beneran jian, bukan orang asing yang mau nyerang jian &amp jiannya lagi disekap???""",neutral
"""@nayryrrah @DepenSten @MafiaWasit Ya, benar. Gio punya pengalaman malang melintang di Eropa, dan bagus. Benar sekali. Dan untuk kultur sepakbola Asia, terutama saat di Cina, beliau win rate hanya 30%, artinya beliau akan butuh proses lebih panjang. Sebab beliau utamakan passing pendek cepat.""",neutral
pesona cowo cina emang &gt &gt &gt  si nder,neutral
"""@venatorlatro ㅤ Ilmu meramal dan membaca manusia (entah dari apa aja pun jadi) ternyata banyak sekali ya? Ada metode Jepang, Cina, yang tradisional sampai ke modern pun ada. Tapi yang garis tangan ini pun cukup akurat lho. ㅤ""",neutral
"""@enginafess iyaa nder emang ada, waktu itu aku sempat liat video katanya di Cina memang ada bangun kota yg mirip² kyk paris gitu cuman kurang rame krn dipinggiran kota, tpi ini aku baru tau ternyata itu di Macau""",neutral
Bjir aku kecanduan denger lagu cina sebelum tidur 😭,neutral
@douhyunlee Maaf kalo korea bagian dr jajahan cina dulu suka keluar kata2 cinany:/,neutral
"""based on novel cina yg gue baca ya, mereka gapernah manggil pacarnya adek-abang atau mas-dek. krn ya pacar panggilnya sayang kalo ga suami/istri🤣 kadang kalo dipanggil kak suka marah tau lakinya. katanya “apaan sih guekan pacar lu bukan abang lu” padahal konteksnya mungkin kek-""",neutral
@urlovelymeow Cina (mon),neutral
ril artis cina,neutral
"""30 Jan. Chi-nice Chi-nice, Cina yg baik. Chi-nice Chi-nice, Cina yg baik.""",neutral
"""gue 3 semester full online, pas smt 4 mulai hybrid. mungkin pada gaada ekspetasi muka gue yg asli sama yg dikamera beda jauh kali ya jd ada temen cowo kelas gue gaje tbtb reply story ig gue “kamu lebih cantik” pas gue ngepost foto artis cina captnya “cantik banget”""",neutral
@livyyrenata ditilik-tilik cantik juga ya cina satu ini,neutral
Drama yg punya sahabat byk apa ya. Cina Korea boleh,neutral
tar klo pas bulan puasa disuru beli pacar cina ini yg bakalan aku bawa🤗,neutral
@shevareavens gue mau pindah ke cina aja mau belajar sama cfans wkwkwkw,neutral
"""7,656 Penerima Terima Sumbangan Sejambak Kasih Tahun Baharu Cina 2024 Berita penuh boleh didapati melalui pautan EDISI UKAS berikut: https://t.co/y8N0zCbVoj #UKASnews #UKAS5yo #SaluranInformasiRakyat #SarawakMajuMakmur https://t.co/NZsCQLWHnt""",neutral
@katarinaloops W keknya gaada tele u dah,neutral
woy ga ada yg bilang ceritanya bakal sesedih ini.... ini mah berasa nonton moon lovers versi cina 😭😭😭😭😭😭,neutral
"""Demn is giving Koko Koko cina selfie vibe, sekilas ngingetin sama yutuber the jooomers🗿 https://t.co/S6aOFQLblQ""",neutral
@selfolconvo Krn ak org cina jd lbih suka dipnggil gege/koko/kokoh,neutral
Pertandingan Kaligrafi Beri Peluang Semua Kaum Belajar Tulisan Cina  Berita penuh boleh didapati melalui pautan EDISI UKAS berikut: https://t.co/OGVEvwY8gM  #UKASnews #SaluranInformasiRakyat #SarawakMajuMakmur https://t.co/r57bMWMSW1,neutral
Aku pengen cewe cina ya Tuhan :(,neutral
@faridadaly Cina 😘,neutral
"""BASO CINA WKWKWK Eh cici ak jg sama kyk kamu, sukanya baso cina😀😀""",neutral
Mvs 'Viva La Vida'  Menceritakan kisah cinta gadis pengidap gagal ginjal kronik dan lelaki dengan tumor otak   Cast: Peng Yuchang &amp  Li Gengxi  Tayang tahun baru cina~ https://t.co/7MFDxIZjWN,neutral
Laporan Human Rights Watch (HRW) 2021 menunjukkan teknologi canggih digunakan sebagai alat genosida.... Cina bahkan menggunakan teknologi ini untuk melacak dan meretas diaspora Uyghur di luar negeri.    https://t.co/2qZ2X1N8SM https://t.co/P8DLBsnEFW,neutral
pcr cina ku,neutral
@cloudytyc ini si salah satu aktor cina fav ku kak😍,neutral
@megaxuz @ak03l @ilhampurnama887 Panda di Cina,neutral
kaya m yaan,neutral
Junpi kalau di china hair stylenya gk pernah gagal  Wajib banget naikin gaji stylishnya  Kamu cina sekali koh,neutral
"""@starfess Pacar cina kita iniiiiii, GANTENG BANGET JUNPIIIIIII SAYANGKUUU😫💗💗💗💗""",neutral
sama apa sih keknya gw pernah baca yg royalty latarnya tiongkok jg... pokoknya chongqiu jadi royal gitu aduhhhh sumpah ya keren2 bgt author chongqiu kalo udah bikin yg latarnya kerajaan Cina tuh... gw suka banget budayanya,neutral
"""@zb1area HUHU MYY FIRST LOVE 🥹🩷 ricky ganteng bgt disini, aura cina nya manteeppp bgt! 🫠 https://t.co/9nnsWCSY0s""",neutral
